groups_Categorify,NA_argon,ts_month,TE_groups_Categorify,ts_day,crystal_supergroup_Categorify,CE_TE_groups_Categorify,ts_weekday,argon,place,NA_Unnamed_17,crystal_type_Categorify,super_hero_group_Categorify,TE_crystal_type_Categorify,expected_final_factor_x,chemical_x,first_factor_x,NA_chemical_x,target
6,0,7,94.86316343,16,2,30,3,-0.067105968,1,0,53,2,101.0396703,0.023941666,22.56666667,0.164407962,0,-0.222372661
6,0,7,94.60541681,16,2,31,3,-0.067291647,1,0,16,2,100.3386224,0.024126615,30.15,1.236691617,0,-0.222566882
6,0,7,94.99028422,16,2,31,3,-0.067663019,1,0,16,2,101.6879756,-0.534534125,17.18333333,0.016360013,0,-0.22276112
6,0,7,94.70324314,16,2,31,3,-0.068777247,1,0,16,2,100.0558686,-0.703563824,20.48333333,0.584333148,0,-0.220431371
6,0,7,94.44330465,16,2,31,3,-0.068962968,1,0,16,2,99.41684897,-0.666331015,25.51666667,0.392338711,0,-0.016729799
6,0,7,94.86316343,16,2,30,3,-0.069148694,1,0,20,2,105.3848622,-0.457677294,23.93333333,0.389754106,0,-0.195723514
6,0,7,94.60541681,16,2,31,3,-0.070634675,1,0,20,2,103.3856376,-0.665754925,21.03333333,0.226844023,0,-0.195339422
6,0,7,94.99028422,16,2,31,3,-0.065620701,1,0,20,5,105.7427277,-0.785616861,33.2,0.71518169,0,-0.017099589
6,0,7,94.70324314,16,2,31,3,-0.065063801,1,0,20,5,105.8935059,-0.402295517,19.85,-0.47444465,0,-0.017284486
6,0,7,94.44330465,17,2,31,4,0.37477907,1,0,12,3,78.50538522,0.237378108,28.26666667,-0.040965498,0,-0.017469384
6,0,7,94.86316343,17,2,30,4,0.212102524,1,0,32,3,95.7941027,-0.506898072,23.61666667,-0.193803627,0,-0.017654284
6,0,7,94.60541681,17,2,31,4,0.100055366,1,0,32,3,96.59657536,-0.457905233,19.55,0.058755005,0,-0.017839185
6,0,7,94.99028422,17,2,31,4,1.052539743,1,0,46,2,87.77469388,0.028380928,40.26666667,-0.194379443,0,-0.018024086
6,0,7,94.70324314,18,2,31,5,0.958611087,1,0,46,2,88.47869074,-0.504749441,47.45,-1.004629426,0,-0.018208989
6,0,7,94.44330465,18,2,31,5,-0.060981079,1,0,46,2,87.60244306,0.027086035,23.33333333,0.79772449,0,-0.018393894
6,0,7,94.86316343,18,2,30,5,-0.06135215,1,0,46,2,87.67904374,0.073793428,26.11666667,0.794588835,0,-0.018578799
6,0,7,94.60541681,18,2,31,5,-0.061723237,1,0,46,2,87.1776427,-0.501654063,37.96666667,0.786988923,0,-0.018763706
6,0,7,94.99028422,18,2,31,5,-0.062836602,1,0,46,2,87.77469388,-0.304434993,28.4,0.161181247,0,-0.018948614
6,0,7,94.70324314,18,2,31,5,-0.063207758,1,0,46,3,88.47869074,-0.583553295,23.61666667,-0.76372225,0,-0.019133524
6,0,7,94.44330465,18,2,31,5,0.518195842,1,0,64,3,103.8500369,-0.376055984,30.16666667,-0.644741348,0,-0.195531461
6,0,7,94.86316343,18,2,30,5,-0.063578931,1,0,64,3,105.9919102,-0.877889829,20.81666667,-0.919333426,0,-0.019318435
6,0,7,94.60541681,18,2,31,5,0.275880242,1,0,64,3,101.5663672,-0.984743803,23,-1.295418224,0,-0.193036073
6,0,7,94.99028422,18,2,31,5,-0.063950122,1,0,64,3,98.1865521,-0.906572097,20.3,0.224315628,0,-0.19322794
6,0,7,94.70324314,18,2,31,5,0.291104129,1,0,53,3,101.6567128,-0.072864233,36.63333333,0.227038634,0,-0.193419821
6,0,7,94.44330465,18,2,31,5,-0.047818184,1,0,30,2,75.75036464,0.87510022,28.4,1.310561171,0,-0.193611717
6,0,7,94.86316343,18,2,30,5,0.333495212,1,0,30,2,81.35881104,0.154169887,29.41666667,-0.364818314,0,-0.193803627
6,0,7,94.60541681,19,2,31,6,-0.031341047,1,0,30,2,79.28745046,0.07472275,33.06666667,0.024311566,0,-0.193995551
6,0,7,94.99028422,19,2,31,6,-0.031526072,1,0,81,2,78.51751446,0.026346138,49.8,0.833678915,0,-0.19418749
6,0,7,94.70324314,19,3,31,6,1.58232941,1,0,2,4,85.05743566,0.075652202,75.26666667,-1.225749908,0,-0.194379443
6,0,7,94.44330465,19,3,31,6,0.881898849,1,0,2,4,83.66167562,0.238160481,44.8,-0.585374059,0,-0.19457141
6,0,7,94.86316343,19,3,30,6,0.893277736,1,0,2,4,83.83353864,0.304232213,43.18333333,-0.958611087,0,-0.194763391
6,0,7,94.60541681,19,3,31,6,0.518437653,1,0,2,3,83.18506815,0.29331864,34.43333333,-0.794241392,0,-0.194955387
6,0,7,94.99028422,19,3,31,6,1.162694086,1,0,2,3,83.09040466,0.691238095,56.16666667,-0.618571019,0,-0.195147397
6,0,7,94.70324314,19,3,31,6,-0.033746546,1,0,2,3,85.05743566,0.683529457,6.98333333,0.098935278,0,-0.19284422
6,0,7,94.44330465,20,3,31,0,-0.035227045,1,0,2,3,83.66167562,0.239138858,28.55,-0.153980604,0,-0.005637753
6,0,7,94.86316343,20,3,30,0,-0.035412118,1,0,2,3,83.83353864,0.514575917,27.16666667,0.099121942,0,-0.005452905
6,0,7,94.60541681,20,3,31,0,-0.03004593,1,0,2,3,83.18506815,0.515057793,29.16666667,0.184990283,0,-0.005268057
6,0,7,94.99028422,20,3,31,0,-0.025236345,1,0,2,3,83.09040466,0.922787455,30.1,0.309105895,0,0.010998567
6,0,7,94.70324314,20,3,31,0,-0.025421306,1,0,2,3,85.05743566,0.013586753,27.5,-0.113516849,0,0.010813702
6,0,7,94.44330465,20,3,31,0,0.234056247,1,0,2,4,83.66167562,0.238551777,36.13333333,-0.545420561,0,0.010628839
6,0,7,94.86316343,20,3,30,0,-0.026346138,1,0,7,4,97.47581492,0.200529586,39.83333333,0.162889086,0,0.010443976
6,0,7,94.60541681,20,3,31,0,1.394490493,1,0,7,4,99.33388167,0.199375292,49.85,-1.006153173,0,0.010259114
6,0,7,94.99028422,20,2,31,0,-0.026901058,1,0,0,4,92.48266456,0.871138532,24.8,0.813285529,0,0.010074252
6,0,7,94.70324314,20,2,31,0,-0.027086035,1,0,0,4,92.25570776,0.074536875,18.88333333,0.431102821,0,0.009889391
6,0,7,94.44330465,20,2,31,0,-0.027455995,1,0,0,3,91.78348512,0.199759998,23.25,0.230349678,0,0.009704531
6,0,7,94.86316343,20,2,30,0,0.418703387,1,0,0,3,92.15811175,0.071935163,29.61666667,-0.256632797,0,0.009519672
6,0,7,94.60541681,20,2,31,0,-0.027640978,1,0,6,3,92.54303806,-0.142266025,26.06666667,0.357027578,0,0.009334813
6,0,7,94.99028422,20,2,31,0,-0.028380928,1,0,6,3,92.92346631,-0.247375535,17.5,0.377547269,0,0.009149955
6,0,7,94.70324314,20,2,31,0,-0.02856592,1,0,0,5,92.25570776,-0.673569834,23.05,0.161750422,0,0.008965097
6,0,7,94.44330465,20,2,31,0,-0.029120909,1,0,0,5,91.78348512,-0.535026204,18.2,0.315422913,0,0.011183432
6,0,7,94.86316343,20,2,30,0,0.207080789,1,0,76,5,102.7548763,-0.205730577,27.95,0.899885155,0,0.00878024
6,0,7,94.60541681,20,2,31,0,0.29533433,1,0,76,5,105.0919774,-0.497620703,32.96666667,-0.196491873,0,0.008410528
6,0,7,94.99028422,20,2,31,0,0.390399768,1,0,76,4,100.1431253,-0.743499515,31.38333333,-0.291707803,0,0.008225673
6,0,7,94.70324314,20,2,31,0,-0.042817169,1,0,0,4,92.25570776,-0.459502138,22.95,0.748012494,0,0.008040818
6,0,7,94.44330465,20,2,31,0,-0.043372727,1,0,0,4,91.78348512,-0.672697455,25.71666667,1.431213357,0,0.007855964
6,0,7,94.86316343,20,2,30,0,-0.043557919,1,0,49,4,97.05248656,-0.138307179,17.61666667,0.075652202,0,0.00767111
6,0,7,94.60541681,24,2,31,4,-0.044113513,1,0,31,5,90.89874419,-0.015805342,19.81666667,0.16194017,0,0.007486257
6,0,7,94.99028422,24,2,31,4,-0.044298717,1,0,25,5,89.07420722,0.483278992,17.76666667,0.023016944,0,0.007301405
6,0,7,94.70324314,24,2,31,4,0.362286779,1,0,25,2,90.06726399,-0.339498315,29.41666667,-0.756475591,0,0.007116553
6,0,7,94.44330465,24,2,31,4,0.721374594,1,0,25,2,87.88448014,-0.139626307,31.08333333,-0.32792765,0,0.006931701
6,0,7,94.86316343,24,2,30,4,-0.045224782,1,0,25,2,89.13620647,-0.498094374,14.83333333,0.1647878,0,0.00674685
6,0,7,94.60541681,24,2,31,4,0.309512696,1,0,16,2,100.3386224,0.081603858,35.1,0.425772761,0,0.006562
6,0,7,94.99028422,24,2,31,4,1.522696415,1,0,16,2,101.6879756,0.323406117,25.5,-0.582514593,0,0.00637715
6,0,7,94.70324314,24,2,31,4,0.887153338,1,0,16,2,100.0558686,0.610749703,36.46666667,-0.376907942,0,0.008595384
6,0,7,94.44330465,24,2,31,4,1.20313212,1,0,16,5,99.41684897,-0.535272341,65.3,0.022092261,0,0.0061923
6,0,7,94.86316343,25,2,30,5,-0.047077148,1,0,3,5,83.17130149,0.192652381,17.11666667,0.220237334,0,0.011368298
6,0,7,94.60541681,25,2,31,5,0.910369401,1,0,11,5,93.62931477,-1.133684065,45.31666667,-0.961398507,0,0.011738032
6,0,7,94.99028422,25,2,31,5,0.942640187,1,0,14,3,100.2225907,-0.498331293,42.95,-0.67677737,0,0.016544905
6,0,7,94.70324314,25,2,31,5,-0.041706132,1,0,14,3,100.6651717,-0.498568268,19.28333333,-0.234056247,0,0.016360013
6,0,7,94.44330465,25,2,31,5,-0.036522608,1,0,14,3,97.97146589,-0.496437501,18.75,-0.290098478,0,0.016175121
10,0,7,87.02269111,25,3,30,5,-0.036892792,1,0,7,3,97.47581492,0.380534893,33.3,-0.233470574,0,0.015990231
10,0,7,86.77756185,25,3,30,5,0.129274438,1,0,2,2,83.18506815,1.250578315,60.03333333,0.678239954,0,0.015805342
10,0,7,86.51903179,26,2,30,6,-0.037448085,1,0,3,2,81.83803173,0.379253654,16.9,0.4529015,0,0.015620454
10,0,7,86.25470612,27,2,30,0,0.112206365,1,0,64,4,102.3930929,-1.130355127,19,-0.590073954,0,0.015435567
10,0,7,86.62608849,27,2,29,0,-0.038003403,1,0,18,4,92.53294649,0.614246516,23.15,1.135022703,0,0.015250681
10,0,7,87.02269111,27,2,30,0,-0.038373627,1,0,18,4,91.3440373,-0.260783185,18.55,0.428212684,0,0.015065796
10,0,7,86.77756185,27,2,30,0,-0.038558743,1,0,18,4,93.15007976,-0.137930375,19.25,0.759430494,0,0.014880912
10,0,7,86.51903179,27,2,30,0,-0.03633752,1,0,18,3,91.56324649,-0.110522023,16.9,-0.136800194,0,0.014696029
10,0,7,86.25470612,27,3,30,0,0.451994169,1,0,2,3,85.05743566,1.042570724,36.96666667,-0.368836178,0,0.014511148
10,0,7,86.62608849,27,3,29,0,-0.039299234,1,0,2,3,83.66167562,0.251703347,31.11666667,-0.218491742,0,0.011553165
10,0,7,87.02269111,28,3,30,1,-0.039669496,1,0,2,3,83.83353864,0.480015524,34.85,0.164218061,0,0.014326267
10,0,7,86.77756185,28,3,30,1,0.167257907,1,0,2,3,83.18506815,1.114074807,29.93333333,0.273687506,0,0.013956508
10,0,7,86.51903179,28,3,30,1,-0.040039768,1,0,2,3,83.09040466,0.212876043,28.16666667,0.108464233,0,0.01377163
10,0,7,86.25470612,28,3,30,1,0.148496139,1,0,2,3,85.05743566,0.479782811,33.35,-0.451087582,0,0.013586753
10,0,7,86.62608849,28,3,29,1,0.847542786,1,0,2,3,83.66167562,0.329781229,49.01666667,-0.845272482,0,0.013401877
10,0,7,87.02269111,28,3,30,1,0.210942721,1,0,2,4,83.83353864,0.231129479,43.9,-0.678532819,0,0.013217002
10,0,7,86.77756185,28,3,30,1,-0.040595197,1,0,2,4,83.18506815,0.39774024,40.08333333,0.654608141,0,0.013032128
10,0,7,86.51903179,28,3,30,1,0.022647066,1,0,2,4,83.09040466,-0.007855964,12.96666667,-0.540951529,0,0.012847254
10,0,7,86.25470612,28,3,30,1,0.481879106,1,0,2,4,85.05743566,0.937718853,47.25,0.108277207,0,0.012662382
10,0,7,86.62608849,28,3,29,1,0.024311566,1,0,2,4,83.66167562,0.931080271,10.48333333,-0.140191796,0,0.01247751
10,0,7,87.02269111,28,3,30,1,0.085698952,1,0,2,4,83.83353864,0.388893729,44.73333333,0.820128323,0,0.012292639
10,0,7,86.77756185,28,3,30,1,0.033006352,1,0,2,3,83.18506815,0.557446101,30.45,-0.188627016,0,0.012107769
10,0,7,86.51903179,28,2,30,1,0.468672796,1,0,3,3,81.83803173,0.65631241,30.68333333,0.266926458,0,0.0119229
10,0,7,86.25470612,28,2,30,1,0.459730459,1,0,3,3,83.09178277,0.077883422,37.7,-0.265537522,0,0.014141387
10,0,7,86.62608849,29,2,29,2,0.172394697,1,0,43,3,88.07130165,-0.459958828,53.2,-1.044768153,0,0.006007451
10,0,7,87.02269111,29,2,30,2,0.036707699,1,0,43,3,85.82408292,-0.460187244,42.75,0.071006218,0,0.005822602
10,0,7,86.77756185,29,3,30,2,1.042570724,1,0,7,3,99.33388167,0.500466091,32.45,-1.454941481,0,0.005637753
10,0,7,86.51903179,29,3,30,2,0.284477591,1,0,7,3,98.95321256,0.467062273,29.31666667,-0.593747525,0,-0.000462106
10,0,7,86.25470612,29,2,30,2,0.201876938,1,0,15,3,93.906236,0.834049407,18.96666667,-0.290500668,0,-0.000646949
10,0,7,86.62608849,29,2,29,2,0.455173098,1,0,15,3,96.4095799,0.220819496,23.13333333,-0.991120848,0,-0.000831791
10,0,7,87.02269111,29,2,30,2,1.650251185,1,0,25,5,89.13620647,0.68176205,50.01666667,-0.339913221,0,-0.001016634
10,0,7,86.77756185,29,2,30,2,0.534780132,1,0,3,5,82.78337061,0.315627105,27.46666667,-0.372865987,0,-0.001201476
10,0,7,86.51903179,29,2,30,2,0.317261589,1,0,3,5,81.83803173,0.00767111,19.4,-0.400558214,0,-0.001386319
10,0,7,86.25470612,29,2,30,2,0.041706132,1,0,3,5,83.09178277,-0.0339316,17.66666667,-0.397307267,0,-0.001571162
10,0,7,86.62608849,29,2,29,2,0.039484363,1,0,3,5,83.5142331,0.378400186,15.65,0.108090188,0,-0.001756005
10,0,7,87.02269111,29,2,30,2,0.508333096,1,0,3,5,83.17130149,0.832568809,24.25,0.161560685,0,-0.001940848
10,0,7,86.77756185,29,2,30,2,0.033561494,1,0,25,5,88.51472481,-0.37477907,11.35,-0.439368401,0,-0.002125691
10,0,7,86.51903179,29,2,30,2,0.033191397,1,0,3,5,81.83803173,0.744785842,21.35,1.787565022,0,-0.002310534
10,0,7,86.25470612,29,2,30,2,0.026716083,1,0,3,4,83.09178277,0.370531472,29.53333333,0.761077851,0,-0.002495378
10,0,7,86.62608849,29,2,29,2,0.363973951,1,0,3,4,83.5142331,0.060053476,28.95,-0.613976997,0,-0.000277264
10,0,7,87.02269111,29,2,30,2,0.541694863,1,0,3,4,83.17130149,0.438920085,27.26666667,-0.450861051,0,-0.002680221
10,0,7,86.77756185,30,2,30,3,0.023941666,1,0,3,4,82.78337061,0.562504519,22.96666667,0.265339186,0,-0.003049909
10,0,7,86.51903179,30,2,30,3,0.028010949,1,0,3,4,81.83803173,0.063578931,29.96666667,0.66374208,0,-0.003234753
10,0,7,86.25470612,30,2,30,3,0.310326604,1,0,3,4,83.09178277,0.846028281,37.11666667,0.378400186,0,-0.003419598
10,0,7,86.62608849,30,2,29,3,0.03245123,1,0,3,4,83.5142331,0.560477711,22.81666667,0.823396611,0,-0.003604443
10,0,7,87.02269111,30,2,30,3,0.467982274,1,0,3,4,83.17130149,0.063950122,31.51666667,-0.510489567,0,-0.003789288
10,0,7,86.77756185,30,2,30,3,0.031711099,1,0,3,5,82.78337061,0.219073457,16.13333333,-0.023571772,0,-0.003974133
10,0,7,86.51903179,30,2,30,3,0.030600968,1,0,12,5,81.77334307,1.17722466,21.6,1.089192648,0,-0.004158978
10,0,7,86.25470612,30,2,30,3,0.492189423,1,0,12,5,78.98672539,0.399256823,32.6,-0.262366644,0,-0.004343824
