NA_argon,groups_Categorify,CE_TE_groups_Categorify,ts_day,Cycle_Categorify,ts_month,crystal_supergroup_Categorify,TE_groups_Categorify,ts_weekday,argon,TE_Cycle_Categorify,crystal_type_Categorify,super_hero_group_Categorify,TE_crystal_type_Categorify,expected_final_factor_x,chemical_x,Unnamed_17,NA_Unnamed_17,NA_chemical_x
0,6,31,7,3,10,2,94.60541680504502,2,-0.022462129743208055,93.34573243852745,22,3,62.99903212171901,-0.15814740314020556,22.35,0.34406874921007025,0,0
0,6,31,7,3,10,2,94.99028422220128,2,-0.023016943794317516,93.26119072032759,22,2,62.67048951592464,0.0058226016539001885,23.21666667,0.26950865010324426,0,0
0,6,31,7,3,11,2,94.70324314245363,5,0.20014476232759898,93.15123991856626,22,2,62.61667475365656,0.07156357048197531,17.61666667,-0.45471840308432243,0,0
0,6,31,7,3,11,2,94.44330464579241,5,-0.01599023102682528,93.17232502667328,22,2,61.98081472073217,-0.12401515912201917,24.18333333,1.1070948944199084,0,0
0,6,30,7,3,11,2,94.86316342982487,5,0.27847508421044903,93.18869600213468,22,2,62.3764732857476,-0.12739531836512172,31.1,-0.06283660181892821,0,0
0,6,31,7,3,11,2,94.60541680504502,5,0.5524160514882325,93.34573243852745,22,4,62.99903212171901,0.9562995640283327,30.86666667,-0.11520233034703402,0,0
0,6,31,7,3,11,2,94.99028422220128,5,-0.00046210605304771677,93.26119072032759,22,4,62.67048951592464,0.5652989516872357,19.81666667,0.5367505280051158,0,0
0,6,31,7,3,11,2,94.70324314245363,5,0.01599023102682528,93.15123991856626,22,4,62.61667475365656,-0.1863295576913578,22.26666667,0.5426869089906652,0,0
0,6,31,7,3,11,2,94.44330464579241,5,0.015805341895333974,93.17232502667328,22,4,61.98081472073217,-0.31032660442507776,29.48333333,1.0587364091170364,0,0
0,6,30,7,3,11,2,94.86316342982487,5,0.01654490503127298,93.18869600213468,22,4,62.3764732857476,-0.19207694944134518,23.21666667,0.8994698874472392,0,0
0,6,31,7,3,11,2,94.60541680504502,5,0.013956507924397692,93.34573243852745,22,4,62.99903212171901,-0.193227939935148,20.63333333,1.1787053331125827,0,0
0,6,31,7,3,11,2,94.99028422220128,5,0.012847254146707452,93.26119072032759,22,4,62.67048951592464,-0.19188516724322485,27.65,0.23894314625546578,0,0
0,6,31,7,3,11,2,94.70324314245363,5,0.011922900264716856,93.15123991856626,22,4,62.61667475365656,-0.0065619996711986,27.6,0.7808377701905185,0,0
0,6,31,7,3,11,2,94.44330464579241,5,0.059125976304112635,93.17232502667328,22,3,61.98081472073217,0.7921607520151557,14.68333333,-0.3417817474906611,0,0
0,6,30,7,3,11,2,94.86316342982487,5,0.022092261412583553,93.18869600213468,22,3,62.3764732857476,0.14528527694385016,17.6,0.16231970110832558,0,0
0,6,31,7,3,11,2,94.60541680504502,5,0.021722399126417394,93.34573243852745,22,3,62.99903212171901,-0.012662381664515675,17.78333333,-0.11670108548745226,0,0
0,6,31,7,3,12,2,94.99028422220128,0,0.020797769190182388,93.26119072032759,22,3,62.67048951592464,0.06376452463654207,33.13333333,0.6185710185343901,0,0
0,6,31,7,3,12,2,94.70324314245363,0,0.019873174814306088,93.15123991856626,22,3,62.61667475365656,0.600082658093857,14.65,1.2341402942047073,0,0
0,6,31,7,3,12,2,94.44330464579241,0,0.01783918455724042,93.17232502667328,22,3,61.98081472073217,-0.012292639284111742,15.51666667,-0.27368750612073817,0,0
0,6,30,7,3,12,2,94.86316342982487,0,0.017469384497889907,93.18869600213468,22,3,62.3764732857476,0.413648041623104,20.81666667,0.42068739160257934,0,0
0,6,31,7,3,12,2,94.60541680504502,0,0.010813702361106547,93.34573243852745,22,4,62.99903212171901,-0.09949529087323615,17.36666667,-0.38074855412881425,0,0
0,6,31,7,3,12,2,94.99028422220128,0,0.003974132695358794,93.26119072032759,22,4,62.67048951592464,0.06302217767474128,26.68333333,0.677069655391131,0,0
0,6,31,7,3,12,2,94.70324314245363,0,0.0034195978782914616,93.15123991856626,22,4,62.61667475365656,-0.09762882228235942,24.65,0.34282084909193083,0,0
0,6,31,7,3,12,2,94.44330464579241,0,0.713642016676113,93.17232502667328,22,4,61.98081472073217,0.40273022147340204,46.33333333,-0.22470442471535607,0,0
0,6,30,7,3,12,2,94.86316342982487,0,0.002680221334750832,93.18869600213468,6,4,92.8675238546491,0.470285753009935,19.66666667,1.596191980618232,0,0
0,6,31,7,3,12,2,94.60541680504502,0,0.00231053421241529,93.34573243852745,6,4,92.54303806419696,-0.3199212498415193,19.26666667,0.9852315051489964,0,0
0,6,31,7,3,12,2,94.99028422220128,0,0.002125690894395966,93.26119072032759,6,4,92.92346630894006,-0.3777604468479472,17.95,1.4564800323487677,0,0
0,6,31,7,3,12,2,94.70324314245363,0,0.0017560046814972528,93.15123991856626,6,4,92.03736542299193,-0.37733412577339126,17.45,1.2332934127159187,0,0
0,6,31,7,3,12,2,94.44330464579241,0,0.0015711617613551644,93.17232502667328,6,3,92.9340524947378,-0.32033082953117514,11.51666667,0.49927953046431645,0,0
0,6,30,13,3,7,2,94.86316342982487,0,0.0008317910281106125,93.18869600213468,6,3,92.8675238546491,-0.40034122148039275,21.26666667,0.37968059503570023,0,0
0,6,31,13,3,7,2,94.60541680504502,0,0.0006469485184750883,93.34573243852745,6,3,92.54303806419696,0.4698246586530728,15.83333333,0.9421909046532322,0,0
0,6,31,13,3,7,2,94.99028422220128,0,-0.0002772636191977508,93.26119072032759,6,3,92.92346630894006,-0.321970225259251,22.65,0.03504197419225765,0,0
0,6,31,13,3,7,2,94.70324314245363,0,0.004898362990400028,93.15123991856626,6,5,92.03736542299193,0.06877724676524206,19.31666667,0.9184733382437897,0,0
0,6,31,13,3,7,2,94.44330464579241,0,0.6264687561769232,93.17232502667328,6,5,92.9340524947378,-0.26514087094449473,29.01666667,1.478780489353341,0,0
0,6,30,13,3,7,2,94.86316342982487,0,0.1273953183651216,93.18869600213468,74,5,103.0315412331894,0.7066026637400158,23.35,1.9411037140395355,0,0
0,6,31,13,3,7,2,94.60541680504502,0,0.28748652206165864,93.34573243852745,74,5,98.38084374820093,-0.26533918578853377,25.61666667,1.0169526734346832,0,0
0,6,31,13,3,7,2,94.99028422220128,0,1.1779643509652074,93.26119072032759,74,5,101.2949391629424,0.6715358718720972,38.41666667,-0.41804278468857065,0,0
0,6,31,13,3,7,2,94.70324314245363,0,0.9665479373089636,93.15123991856626,74,5,100.1802585199166,0.43601031495376985,59.31666667,1.3518713748591704,0,0
0,6,31,13,3,7,2,94.44330464579241,0,0.3641849928680645,93.17232502667328,56,4,99.40784841655042,0.4328849504529509,43.36666667,0.3490711325828387,0,0
0,6,30,14,3,7,2,94.86316342982487,1,0.007671110403133142,93.18869600213468,56,4,97.2502105476791,-0.10715520898900656,19.56666667,0.9003007333406644,0,0
0,6,31,14,3,7,2,94.60541680504502,1,0.007116552848600365,93.34573243852745,56,4,96.24725808308878,-0.11370409257892197,25.36666667,1.5080028484713393,0,0
0,6,31,14,3,7,2,94.99028422220128,1,0.006746850265043347,93.26119072032759,56,4,96.40229544693297,-0.2764787209806289,23.1,0.7011420760013909,0,0
0,6,31,14,3,7,2,94.70324314245363,1,0.005637753175924078,93.15123991856626,56,4,97.96701333424342,0.25091577554211364,32.8,1.2444437710821825,0,0
0,6,31,14,3,7,2,94.44330464579241,1,-0.05597322828873236,93.17232502667328,50,5,99.96565999818668,0.9341680305263158,27.08333333,1.4297827872565745,0,0
0,6,30,14,3,7,2,94.86316342982487,1,-0.0565295129504418,93.18869600213468,50,5,93.75724650207911,0.2456077434603289,18.6,1.4706473344490851,0,0
0,6,31,14,3,7,2,94.60541680504502,1,0.31419831401084164,93.34573243852745,50,5,93.89668347972699,-0.10752917808097129,17.78333333,-0.8509647147419244,0,0
0,6,31,14,3,7,2,94.99028422220128,1,-0.05745673197801538,93.26119072032759,50,5,94.54535437439303,-0.15114267598564107,12.73333333,0.673278927252739,0,0
0,6,31,14,3,7,2,94.70324314245363,1,0.677069655391131,93.15123991856626,50,5,94.89694329631749,0.4767622498478956,23.45,-0.7633911160782637,0,0
0,6,31,14,3,7,2,94.44330464579241,1,-0.05782764716416168,93.17232502667328,50,5,99.96565999818668,-0.09166062585109064,15.4,-0.09781543831999737,0,0
0,6,30,14,3,7,2,94.86316342982487,1,-0.05838404981130047,93.18869600213468,50,5,93.75724650207911,0.69272996184975,16.5,1.0190368119834152,0,0
0,6,31,14,3,7,2,94.60541680504502,1,-0.04818872185618841,93.34573243852745,53,4,101.92657302100812,0.6930287053614859,21.73333333,0.7285655482728045,0,0
0,6,31,14,3,7,2,94.99028422220128,1,0.6996326511127793,93.26119072032759,53,4,98.96495323346379,0.25880569792695635,23.08333333,0.16345857593148977,0,0
0,6,31,15,3,7,2,94.70324314245363,2,-0.04911512417232427,93.15123991856626,53,4,101.65671279816497,0.019133523852976626,22.95,0.7849319375414424,0,0
0,6,31,15,3,7,2,94.44330464579241,2,-0.04985630665206716,93.17232502667328,53,4,103.23814343865779,0.17030084762547562,21.56666667,0.45176745273306645,0,0
0,6,30,15,3,7,2,94.86316342982487,2,0.465224637521235,93.18869600213468,15,2,95.07665187139801,0.7970263228107302,21.0,0.18766950118878645,0,0
0,6,31,15,3,7,2,94.60541680504502,2,1.3427877911707427,93.34573243852745,15,2,93.70233087780507,-0.37435370394450757,47.51666667,-1.4036522572322554,0,0
0,6,31,15,3,7,2,94.99028422220128,2,-0.052450882134464076,93.26119072032759,15,2,93.1456867221836,-0.09632269965540226,26.71666667,0.3743537039445076,0,0
0,6,31,15,3,7,2,94.70324314245363,2,0.3739284730259136,93.15123991856626,15,2,93.90623599855256,0.7084322479877453,19.61666667,-0.1383071794632626,0,0
0,6,31,15,3,7,2,94.44330464579241,2,0.0985619707375533,93.17232502667328,15,5,96.40957990252886,-0.27607971316237356,13.18333333,0.1636484295535131,0,0
0,6,30,15,3,7,2,94.86316342982487,2,0.27627920607508866,93.18869600213468,15,5,95.07665187139801,0.5377372901545078,16.45,-0.3285452587824015,0,0
0,6,31,16,3,7,2,94.60541680504502,3,-0.05912597630411273,93.34573243852745,15,5,93.70233087780507,0.24521510958062034,13.16666667,0.3355625118511201,0,0
0,6,31,16,3,7,2,94.99028422220128,3,-0.0665489585148747,93.26119072032759,15,5,93.1456867221836,0.5402087909595247,14.9,0.33514882295652365,0,0
0,6,31,16,3,7,2,94.70324314245363,3,0.12720745606284548,93.15123991856626,53,5,101.65671279816497,0.7747451453625697,18.76666667,1.0195592320799942,0,0
0,6,31,16,3,7,2,94.44330464579241,3,0.5704024988763579,93.17232502667328,53,2,103.23814343865779,-0.14906307752914227,26.46666667,-0.11052202286311429,0,0
0,6,30,16,3,7,2,94.86316342982487,3,-0.0671059677599981,93.18869600213468,53,2,101.03967030114207,0.02394166553844432,22.56666667,0.16440796217272186,0,0
0,6,31,16,3,7,2,94.60541680504502,3,-0.06729164674513204,93.34573243852745,16,2,100.338622357604,0.024126614750225393,30.15,1.2366916173212086,0,0
0,6,31,16,3,7,2,94.99028422220128,3,-0.0676630186487423,93.26119072032759,16,2,101.6879756226292,-0.5345341246134102,17.18333333,0.01636001258214062,0,0
0,6,31,16,3,7,2,94.70324314245363,3,-0.06877724676524197,93.15123991856626,16,2,100.05586862982513,-0.7035638238943692,20.48333333,0.5843331478486766,0,0
0,6,31,16,3,7,2,94.44330464579241,3,-0.06896296798080573,93.17232502667328,16,2,99.41684896660287,-0.6663310145952478,25.51666667,0.39233871120913016,0,0
0,6,30,16,3,7,2,94.86316342982487,3,-0.06914869395388373,93.18869600213468,20,2,105.38486223322084,-0.4576772942597426,23.93333333,0.38975410627860574,0,0
0,6,31,16,3,7,2,94.60541680504502,3,-0.07063467457639275,93.34573243852745,20,2,103.38563762503964,-0.6657549245167733,21.03333333,0.2268440226925009,0,0
0,6,31,16,3,7,2,94.99028422220128,3,-0.06562070135893264,93.26119072032759,20,5,105.74272766568332,-0.7856168607085028,33.2,0.7151816904203274,0,0
0,6,31,16,3,7,2,94.70324314245363,3,-0.06506380144399902,93.15123991856626,20,5,105.89350588683838,-0.4022955165714042,19.85,-0.47444464950783444,0,0
0,6,31,17,3,7,2,94.44330464579241,4,0.3747790702885031,93.17232502667328,12,3,78.50538522430348,0.23737810757192745,28.26666667,-0.040965497570239484,0,0
0,6,30,17,3,7,2,94.86316342982487,4,0.21210252399164087,93.18869600213468,32,3,95.7941026975564,-0.5068980721228881,23.61666667,-0.19380362703657808,0,0
0,6,31,17,3,7,2,94.60541680504502,4,0.10005536606414403,93.34573243852745,32,3,96.59657535604245,-0.4579052328968549,19.55,0.0587550049722107,0,0
0,6,31,17,3,7,2,94.99028422220128,4,1.0525397430062189,93.26119072032759,46,2,87.77469387659968,0.02838092785868682,40.26666667,-0.1943794426258066,0,0
0,6,31,18,3,7,2,94.70324314245363,5,0.9586110869398955,93.15123991856626,46,2,88.47869074389024,-0.5047494413856819,47.45,-1.0046294260806836,0,0
0,6,31,18,3,7,2,94.44330464579241,5,-0.0609810791529789,93.17232502667328,46,2,87.60244305943684,0.027086035243184304,23.33333333,0.7977244898056247,0,0
0,6,30,18,3,7,2,94.86316342982487,5,-0.06135214968596505,93.18869600213468,46,2,87.67904374204618,0.073793427706955,26.11666667,0.7945888346805919,0,0
0,6,31,18,3,7,2,94.60541680504502,5,-0.06172323711528656,93.34573243852745,46,2,87.17764269954064,-0.501654063204073,37.96666667,0.7869889229536614,0,0
0,6,31,18,3,7,2,94.99028422220128,5,-0.06283660181892821,93.26119072032759,46,2,87.77469387659968,-0.3044349934746071,28.4,0.16118124719876434,0,0
0,6,31,18,3,7,2,94.70324314245363,5,-0.06320775787142179,93.15123991856626,46,3,88.47869074389024,-0.58355329472092,23.61666667,-0.763722249844159,0,0
0,6,31,18,3,7,2,94.44330464579241,5,0.5181958421986891,93.17232502667328,64,3,103.85003690014491,-0.3760559842781683,30.16666667,-0.644741347617194,0,0
0,6,30,18,3,7,2,94.86316342982487,5,-0.06357893133933255,93.18869600213468,64,3,105.99191015935607,-0.8778898293594981,20.81666667,-0.9193334257859825,0,0
0,6,31,18,3,7,2,94.60541680504502,5,0.27588024222176044,93.34573243852745,64,3,101.5663671805451,-0.9847438032902006,23.0,-1.2954182235169691,0,0
0,6,31,18,3,7,2,94.99028422220128,5,-0.06395012232657753,93.26119072032759,64,3,98.18655210255865,-0.9065720969932404,20.3,0.2243156284147455,0,0
0,6,31,18,3,7,2,94.70324314245363,5,0.2911041291650852,93.15123991856626,53,3,101.65671279816497,-0.07286423261889509,36.63333333,0.22703863433253707,0,0
0,6,31,18,3,7,2,94.44330464579241,5,-0.047818184177220106,93.17232502667328,30,2,75.75036464076729,0.8751002197421021,28.4,1.3105611710122924,0,0
0,6,30,18,3,7,2,94.86316342982487,5,0.3334952121495527,93.18869600213468,30,2,81.35881104470185,0.154169886960668,29.41666667,-0.3648183138551683,0,0
0,6,31,19,3,7,2,94.60541680504502,6,-0.03134104684157012,93.34573243852745,30,2,79.28745045833821,0.07472275023955685,33.06666667,0.02431156561258137,0,0
0,6,31,19,3,7,2,94.99028422220128,6,-0.03152607197740735,93.26119072032759,81,2,78.51751445812054,0.02634613766431469,49.8,0.8336789150320825,0,0
0,6,31,19,3,7,3,94.70324314245363,6,1.5823294095205955,93.15123991856626,2,4,85.0574356602052,0.07565220185730945,75.26666667,-1.2257499084503836,0,0
0,6,31,19,3,7,3,94.44330464579241,6,0.8818988490345203,93.17232502667328,2,4,83.66167561528081,0.23816048107929502,44.8,-0.5853740590262434,0,0
0,6,30,19,3,7,3,94.86316342982487,6,0.8932777359243947,93.18869600213468,2,4,83.83353863936696,0.30423221328984396,43.18333333,-0.9586110869398955,0,0
0,6,31,19,3,7,3,94.60541680504502,6,0.5184376530626889,93.34573243852745,2,3,83.18506814805723,0.2933186397842307,34.43333333,-0.7942413922501108,0,0
0,6,31,19,3,7,3,94.99028422220128,6,1.1626940862426398,93.26119072032759,2,3,83.09040465897598,0.6912380951555511,56.16666667,-0.6185710185343901,0,0
0,6,31,19,3,7,3,94.70324314245363,6,-0.03374654561455083,93.15123991856626,2,3,85.0574356602052,0.6835294565219665,6.98333333,0.09893527809558732,0,0
0,6,31,20,3,7,3,94.44330464579241,0,-0.03522704491744749,93.17232502667328,2,3,83.66167561528081,0.23913885826064357,28.55,-0.15398060404618286,0,0
0,6,30,20,3,7,3,94.86316342982487,0,-0.035412118055804076,93.18869600213468,2,3,83.83353863936696,0.5145759167837597,27.16666667,0.0991219421092057,0,0
0,6,31,20,3,7,3,94.60541680504502,0,-0.030045930262481667,93.34573243852745,2,3,83.18506814805723,0.5150577929658651,29.16666667,0.1849902829508825,0,0
0,6,31,20,3,7,3,94.99028422220128,0,-0.02523634512691295,93.26119072032759,2,3,83.09040465897598,0.9227874552803881,30.1,0.30910589515379494,0,0
0,6,31,20,3,7,3,94.70324314245363,0,-0.025421306159086436,93.15123991856626,2,3,85.0574356602052,0.013586752983802589,27.5,-0.11351684888291588,0,0
0,6,31,20,3,7,3,94.44330464579241,0,0.2340562468517398,93.17232502667328,2,4,83.66167561528081,0.23855177713527376,36.13333333,-0.5454205606731448,0,0
0,6,30,20,3,7,3,94.86316342982487,0,-0.02634613766431479,93.18869600213468,7,4,97.47581491695063,0.20052958621297196,39.83333333,0.1628890857016529,0,0
0,6,31,20,3,7,3,94.60541680504502,0,1.3944904925810653,93.34573243852745,7,4,99.33388167454358,0.19937529223326758,49.85,-1.0061531725588269,0,0
0,6,31,20,3,7,2,94.99028422220128,0,-0.02690105809980506,93.26119072032759,0,4,92.48266455676082,0.8711385317865278,24.8,0.8132855286798614,0,0
0,6,31,20,3,7,2,94.70324314245363,0,-0.0270860352431844,93.15123991856626,0,4,92.25570775697581,0.07453687545874634,18.88333333,0.4311028213767076,0,0
0,6,31,20,3,7,2,94.44330464579241,0,-0.027455995103438192,93.17232502667328,0,3,91.78348512423064,0.1997599977117454,23.25,0.23034967822139352,0,0
0,6,30,20,3,7,2,94.86316342982487,0,0.41870338696898424,93.18869600213468,0,3,92.15811175045754,0.07193516333632297,29.61666667,-0.2566327968875706,0,0
0,6,31,20,3,7,2,94.60541680504502,0,-0.027640977845706308,93.34573243852745,6,3,92.54303806419696,-0.1422660246286007,26.06666667,0.3570275776615347,0,0
0,6,31,20,3,7,2,94.99028422220128,0,-0.028380927858686917,93.26119072032759,6,3,92.92346630894006,-0.2473755353877396,17.5,0.37754726915589715,0,0
0,6,31,20,3,7,2,94.70324314245363,0,-0.028565920186411218,93.15123991856626,0,5,92.25570775697581,-0.6735698343640386,23.05,0.16175042174327414,0,0
0,6,31,20,3,7,2,94.44330464579241,0,-0.029120908951574476,93.17232502667328,0,5,91.78348512423064,-0.5350262042799366,18.2,0.315422913235142,0,0
0,6,30,20,3,7,2,94.86316342982487,0,0.2070807891894059,93.18869600213468,76,5,102.75487630273062,-0.2057305767686878,27.95,0.8998851550951703,0,0
0,6,31,20,3,7,2,94.60541680504502,0,0.2953343302254666,93.34573243852745,76,5,105.09197740386098,-0.49762070281427817,32.96666667,-0.19649187284490185,0,0
0,6,31,20,3,7,2,94.99028422220128,0,0.39039976814719757,93.26119072032759,76,4,100.14312531875849,-0.7434995151218267,31.38333333,-0.29170780259004814,0,0
0,6,31,20,3,7,2,94.70324314245363,0,-0.042817168795419906,93.15123991856626,0,4,92.25570775697581,-0.4595021383714198,22.95,0.74801249423314,0,0
0,6,31,20,3,7,2,94.44330464579241,0,-0.04337272684457878,93.17232502667328,0,4,91.78348512423064,-0.6726974546232232,25.71666667,1.4312133566484821,0,0
0,6,30,20,3,7,2,94.86316342982487,0,-0.04355791879386122,93.18869600213468,49,4,97.05248656273379,-0.1383071794632626,17.61666667,0.07565220185730945,0,0
0,6,31,24,3,7,2,94.60541680504502,4,-0.0441135126195792,93.34573243852745,31,5,90.89874418720053,-0.015805341895333874,19.81666667,0.16194016986477291,0,0
0,6,31,24,3,7,2,94.99028422220128,4,-0.044298716596780585,93.26119072032759,25,5,89.07420721812024,0.48327899179333816,17.76666667,0.023016943794317415,0,0
0,6,31,24,3,7,2,94.70324314245363,4,0.3622867788722198,93.15123991856626,25,2,90.06726399474623,-0.3394983154953996,29.41666667,-0.7564755912674218,0,0
0,6,31,24,3,7,2,94.44330464579241,4,0.7213745936486405,93.17232502667328,25,2,87.88448014258815,-0.1396263067597263,31.08333333,-0.32792765007501634,0,0
0,6,30,24,3,7,2,94.86316342982487,4,-0.04522478232373924,93.18869600213468,25,2,89.13620646705328,-0.4980943737878913,14.83333333,0.16478779957334624,0,0
0,6,31,24,3,7,2,94.60541680504502,4,0.3095126957157955,93.34573243852745,16,2,100.338622357604,0.08160385797532131,35.1,0.42577276079516774,0,0
0,6,31,24,3,7,2,94.99028422220128,4,1.5226964150272118,93.26119072032759,16,2,101.6879756226292,0.32340611728342694,25.5,-0.5825145932945034,0,0
0,6,31,24,3,7,2,94.70324314245363,4,0.887153338267091,93.15123991856626,16,2,100.05586862982513,0.6107497029817218,36.46666667,-0.37690794181543136,0,0
0,6,31,24,3,7,2,94.44330464579241,4,1.2031321196794071,93.17232502667328,16,5,99.41684896660287,-0.535272341296815,65.3,0.022092261412583553,0,0
0,6,30,25,3,7,2,94.86316342982487,5,-0.04707714810732504,93.18869600213468,3,5,83.17130149264193,0.19265238088277392,17.11666667,0.22023733403976262,0,0
0,6,31,25,3,7,2,94.60541680504502,5,0.9103694005771064,93.34573243852745,11,5,93.62931477242863,-1.1336840647683588,45.31666667,-0.9613985070274959,0,0
0,6,31,25,3,7,2,94.99028422220128,5,0.9426401866120657,93.26119072032759,14,3,100.2225907171571,-0.4983312931036891,42.95,-0.67677737047793,0,0
0,6,31,25,3,7,2,94.70324314245363,5,-0.04170613163973414,93.15123991856626,14,3,100.6651716594957,-0.49856826837613233,19.28333333,-0.23405624685173973,0,0
0,6,31,25,3,7,2,94.44330464579241,5,-0.03652260827605318,93.17232502667328,14,3,97.97146589317295,-0.49643750091891065,18.75,-0.29009847782132925,0,0
0,10,30,25,2,7,3,87.02269111278385,5,-0.036892791565890405,92.53362390218228,7,3,97.47581491695063,0.3805348928956511,33.3,-0.23347057405872615,0,0
0,10,30,25,2,7,3,86.7775618455571,5,0.12927443831092908,92.42616247418691,2,2,83.18506814805723,1.250578314547862,60.03333333,0.6782399537681062,0,0
0,10,30,26,2,7,2,86.51903178537108,6,-0.037448085491653106,92.35859821148172,3,2,81.83803172790813,0.3792536539190214,16.9,0.4529014998899146,0,0
0,10,30,27,2,7,2,86.2547061169886,0,0.11220636510440936,92.23435536564114,64,4,102.39309294448726,-1.1303551273161148,19.0,-0.5900739540335244,0,0
0,10,29,27,2,7,2,86.62608849017515,0,-0.038003402512714876,92.30474856040735,18,4,92.53294649445515,0.6142465156260999,23.15,1.1350227030371076,0,0
0,10,30,27,2,7,2,87.02269111278385,0,-0.03837362686090268,92.53362390218228,18,4,91.34403729914638,-0.2607831849561305,18.55,0.428212684347691,0,0
0,10,30,27,2,7,2,86.7775618455571,0,-0.038558742973519564,92.42616247418691,18,4,93.15007976321627,-0.13793037454239798,19.25,0.7594304936577155,0,0
0,10,30,27,2,7,2,86.51903178537108,0,-0.03633752039108286,92.35859821148172,18,3,91.56324649057153,-0.11052202286311429,16.9,-0.1368001942986222,0,0
0,10,30,27,2,7,3,86.2547061169886,0,0.45199416912997353,92.23435536564114,2,3,85.0574356602052,1.042570724188705,36.96666667,-0.36883617828696613,0,0
0,10,29,27,2,7,3,86.62608849017515,0,-0.03929923397860702,92.30474856040735,2,3,83.66167561528081,0.2517033473220588,31.11666667,-0.21849174170998892,0,0
0,10,30,28,2,7,3,87.02269111278385,1,-0.03966949559264268,92.53362390218228,2,3,83.83353863936696,0.4800155244859814,34.85,0.16421806126792568,0,0
0,10,30,28,2,7,3,86.7775618455571,1,0.16725790729204876,92.42616247418691,2,3,83.18506814805723,1.114074806794407,29.93333333,0.27368750612073817,0,0
0,10,30,28,2,7,3,86.51903178537108,1,-0.04003976808387142,92.35859821148172,2,3,83.09040465897598,0.2128760425912245,28.16666667,0.10846423264580782,0,0
